circonscription,delegation,#,مكتب,العربي  نصرة,عبد الرحيم  الزواري,كلثوم  كنو,كمال   مرجان,سالم   الشايبي,عبد الرزاق  الكيلاني,محمد الباجي القايد السبسي,سليم  الرياحي,عبد القادر اللباوي,مصطفى كامل  النابلي,أحمد الصافي السعيد,ياسين   الشنوفي,أحمد نجيب   الشابي,حمودة  بن سلامة,علي المولدي الشورابي,محمد  فريخة,محمد الحامدي,المختار  الماجري,عبد الرؤوف العيادي,محرز بوصيان,مصطفى  بن جعفر,نور الدين حشاد,محمد المنذر الزنايدي,محمد المنصف المرزوقي,سمير العبدلي,محمد الهاشمي الحامدي,حمة  الهمامي,مجموع الأصوات حسب المكتب,center_name_x,center_code,district_code,district_name,region_code,region_name,center_name_y,center_name_ar,LATITUDE,LONGITUDE
Sfax2,SfaxSud,24040507501,م إبتدائية بومرة - الخزانات  مكتب 1,0,0,1,0,0,0,72,3,0,1,2,0,1,0,0,0,0,0,0,1,2,0,0,37,1,17,6,144,م إبتدائية بومرة - الخزانات,4923.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.BOUMERA LEKHZANET,م إبتدائية بومرة - الخزانات,34.761177,10.626452
Sfax2,SfaxSud,24040507601,م إبتدائية طريق منزل شاكر كلم 17 - الخزانات  مكتب 1,0,1,0,3,0,1,63,2,0,0,0,0,1,1,0,1,2,0,0,0,1,1,0,78,1,16,0,172,م إبتدائية طريق منزل شاكر كلم 17 - الخزانات,4924.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.RTE MZL CHAKER KM 17,م إبتدائية طريق منزل شاكر كلم 17 - الخزانات,34.831288,10.598906
Sfax2,SfaxSud,24040607701,م إبتدائية مركز بوخذير - العوابد  مكتب 1,1,0,2,3,0,1,145,4,0,0,3,0,4,1,0,4,1,1,0,0,5,0,1,107,0,40,62,385,م إبتدائية مركز بوخذير - العوابد,4925.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.M. BOUKHEDHIR AOUABED,م إبتدائية مركز بوخذير - العوابد,34.814283,10.68153
Sfax2,SfaxSud,24040607702,م إبتدائية مركز بوخذير - العوابد  مكتب 2,0,0,2,1,0,0,89,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,115,0,39,64,319,م إبتدائية مركز بوخذير - العوابد,4925.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.M. BOUKHEDHIR AOUABED,م إبتدائية مركز بوخذير - العوابد,34.814283,10.68153
Sfax2,SfaxSud,24040607801,م إبتدائية عين تركية - العوابد  مكتب 1,0,0,0,1,1,0,105,0,0,2,2,2,1,1,0,2,0,1,0,2,4,1,0,97,0,26,5,253,م إبتدائية عين تركية - العوابد,4926.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P. AIN TOURKIA AOUABED,م إبتدائية عين تركية - العوابد,34.843984000000006,10.618958000000001
Sfax2,SfaxSud,24040607802,م إبتدائية عين تركية - العوابد  مكتب 2,0,0,1,0,0,0,66,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,100,0,20,2,194,م إبتدائية عين تركية - العوابد,4926.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P. AIN TOURKIA AOUABED,م إبتدائية عين تركية - العوابد,34.843984000000006,10.618958000000001
Sfax2,SfaxSud,24040707901,م إبتدائية عيون المايل   مكتب 1,0,0,0,3,2,2,153,6,1,1,2,1,5,0,1,6,4,2,3,2,1,0,0,118,1,26,15,355,م إبتدائية عيون المايل,4927.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.OYOUN ELMEYEL,م إبتدائية عيون المايل,34.827095,10.672476
Sfax2,SfaxSud,24040707902,م إبتدائية عيون المايل   مكتب 2,0,0,1,2,0,4,139,3,0,0,5,0,2,1,2,1,1,1,0,1,2,0,4,140,0,54,27,390,م إبتدائية عيون المايل,4927.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.OYOUN ELMEYEL,م إبتدائية عيون المايل,34.827095,10.672476
Sfax2,SfaxSud,24040707903,م إبتدائية عيون المايل   مكتب 3,0,0,1,0,0,0,120,13,0,0,2,0,15,0,0,6,0,0,0,0,0,0,0,170,0,20,38,385,م إبتدائية عيون المايل,4927.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.OYOUN ELMEYEL,م إبتدائية عيون المايل,34.827095,10.672476
Sfax2,SfaxSud,24040707904,م إبتدائية عيون المايل   مكتب 4,1,0,0,1,1,1,90,10,0,0,4,0,10,1,0,1,1,0,0,0,0,0,0,167,0,36,25,349,م إبتدائية عيون المايل,4927.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.OYOUN ELMEYEL,م إبتدائية عيون المايل,34.827095,10.672476
Sfax2,SfaxSud,24040707905,م إبتدائية عيون المايل   مكتب 5,1,0,1,0,1,0,60,7,0,0,2,0,9,0,0,1,2,0,1,0,0,0,2,178,0,23,20,308,م إبتدائية عيون المايل,4927.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.OYOUN ELMEYEL,م إبتدائية عيون المايل,34.827095,10.672476
Sfax2,SfaxSud,24040707906,م إبتدائية عيون المايل   مكتب 6,0,0,0,0,0,0,73,15,0,1,4,0,5,0,0,1,2,0,1,0,1,0,1,152,0,25,35,316,م إبتدائية عيون المايل,4927.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.OYOUN ELMEYEL,م إبتدائية عيون المايل,34.827095,10.672476
Sfax2,SfaxSud,24040708001,م إبتدائية العرفات - عيون المايل  مكتب 1,1,0,0,0,0,3,92,5,1,1,4,1,4,1,0,1,2,0,0,0,0,0,0,49,1,34,6,206,م إبتدائية العرفات - عيون المايل,4928.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.ALORFET OYOUN ELMEYEL,م إبتدائية العرفات - عيون المايل,34.833432,10.703147
Sfax2,SfaxSud,24040708101,م إبتدائية سيدي عبد الكافي - عيون المايل  مكتب 1,0,1,2,2,0,0,33,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,46,1,10,1,99,م إبتدائية سيدي عبد الكافي - عيون المايل,4929.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.SIDI ABDELKEFI OYOUN MEYEL,م إبتدائية سيدي عبد الكافي - عيون المايل,34.910654,10.661055000000001
Sfax2,SfaxSud,24040708201,م إبتدائية الحرية سوق السيارات - عيون المايل  مكتب 1,2,1,2,1,0,1,118,7,2,1,3,0,2,1,0,5,3,0,1,0,1,1,0,146,2,21,10,331,م إبتدائية الحرية سوق السيارات - عيون المايل,4930.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.HORRIA SOUK SAYARAT,م إبتدائية الحرية سوق السيارات - عيون المايل,34.811215000000004,10.703787
Sfax2,SfaxSud,24040708202,م إبتدائية الحرية سوق السيارات - عيون المايل  مكتب 2,0,0,1,2,0,4,107,10,0,1,0,0,3,0,0,2,1,0,1,0,2,0,1,121,0,64,15,335,م إبتدائية الحرية سوق السيارات - عيون المايل,4930.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.HORRIA SOUK SAYARAT,م إبتدائية الحرية سوق السيارات - عيون المايل,34.811215000000004,10.703787
Sfax2,SfaxSud,24040708203,م إبتدائية الحرية سوق السيارات - عيون المايل  مكتب 3,0,0,0,3,0,1,76,8,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,92,0,52,24,261,م إبتدائية الحرية سوق السيارات - عيون المايل,4930.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.HORRIA SOUK SAYARAT,م إبتدائية الحرية سوق السيارات - عيون المايل,34.811215000000004,10.703787
Sfax2,SfaxSud,24040708204,م إبتدائية الحرية سوق السيارات - عيون المايل  مكتب 4,1,0,5,0,0,0,62,29,1,0,3,0,1,0,0,5,0,0,0,1,1,0,1,122,0,24,16,272,م إبتدائية الحرية سوق السيارات - عيون المايل,4930.0,24.0,Sfax 2,1232.0,Sfax Sud,E.P.HORRIA SOUK SAYARAT,م إبتدائية الحرية سوق السيارات - عيون المايل,34.811215000000004,10.703787
Sfax2,SfaxVille,24060110101,م إبتدائية ساحة القصبة - المدينة  مكتب 1,0,0,1,3,1,1,207,5,0,1,2,1,4,2,0,8,0,0,0,1,1,2,2,115,0,6,27,390,م إبتدائية ساحة القصبة - المدينة,4949.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.PL KASBAH MEDINA,م إبتدائية ساحة القصبة - المدينة,34.733828,10.759392
Sfax2,SfaxVille,24060110102,م إبتدائية ساحة القصبة - المدينة  مكتب 2,0,0,4,3,0,1,182,8,0,0,2,0,3,0,1,10,0,0,0,0,2,0,1,151,1,6,25,400,م إبتدائية ساحة القصبة - المدينة,4949.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.PL KASBAH MEDINA,م إبتدائية ساحة القصبة - المدينة,34.733828,10.759392
Sfax2,SfaxVille,24060110103,م إبتدائية ساحة القصبة - المدينة  مكتب 3,0,0,2,1,1,0,141,9,0,0,0,0,5,0,0,8,0,1,0,0,1,1,0,191,0,21,29,411,م إبتدائية ساحة القصبة - المدينة,4949.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.PL KASBAH MEDINA,م إبتدائية ساحة القصبة - المدينة,34.733828,10.759392
Sfax2,SfaxVille,24060110104,م إبتدائية ساحة القصبة - المدينة  مكتب 4,1,0,0,2,0,0,135,4,0,0,1,0,5,0,0,6,0,0,0,0,1,0,0,164,0,23,33,375,م إبتدائية ساحة القصبة - المدينة,4949.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.PL KASBAH MEDINA,م إبتدائية ساحة القصبة - المدينة,34.733828,10.759392
Sfax2,SfaxVille,24060110105,م إبتدائية ساحة القصبة - المدينة  مكتب 5,0,0,2,0,0,0,114,16,0,1,0,0,0,0,0,4,1,0,0,0,2,0,1,125,0,16,35,317,م إبتدائية ساحة القصبة - المدينة,4949.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.PL KASBAH MEDINA,م إبتدائية ساحة القصبة - المدينة,34.733828,10.759392
Sfax2,SfaxVille,24060110106,م إبتدائية ساحة القصبة - المدينة  مكتب 6,0,0,2,1,0,0,91,11,0,0,3,0,2,0,1,7,0,0,0,0,1,0,1,92,0,10,46,268,م إبتدائية ساحة القصبة - المدينة,4949.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.PL KASBAH MEDINA,م إبتدائية ساحة القصبة - المدينة,34.733828,10.759392
Sfax2,SfaxVille,24060210201,م إبتدائية  2مارس 34صفاقس - باب البحر  مكتب 1,0,0,3,5,0,1,290,4,0,0,1,0,2,1,0,5,1,0,0,0,1,0,2,52,0,6,40,414,م إبتدائية  2مارس 34صفاقس - باب البحر,,,,,,,,,
Sfax2,SfaxVille,24060210202,م إبتدائية  2مارس 34صفاقس - باب البحر  مكتب 2,0,0,1,4,0,1,249,6,0,0,1,0,2,0,1,12,0,0,1,0,0,0,1,98,0,7,51,435,م إبتدائية  2مارس 34صفاقس - باب البحر,,,,,,,,,
Sfax2,SfaxVille,24060210203,م إبتدائية  2مارس 34صفاقس - باب البحر  مكتب 3,0,0,6,6,0,0,209,9,0,0,2,0,5,0,0,8,0,0,0,0,0,0,1,85,0,8,60,399,م إبتدائية  2مارس 34صفاقس - باب البحر,,,,,,,,,
Sfax2,SfaxVille,24060210204,م إبتدائية  2مارس 34صفاقس - باب البحر  مكتب 4,0,0,1,3,0,0,202,8,0,1,2,0,5,0,0,9,1,0,0,0,0,0,2,115,0,3,40,392,م إبتدائية  2مارس 34صفاقس - باب البحر,,,,,,,,,
Sfax2,SfaxVille,24060210205,م إبتدائية  2مارس 34صفاقس - باب البحر  مكتب 5,1,0,1,1,0,0,112,11,0,0,2,0,3,0,0,6,0,0,0,0,1,0,1,95,0,20,45,299,م إبتدائية  2مارس 34صفاقس - باب البحر,,,,,,,,,
Sfax2,SfaxVille,24060210206,م إبتدائية  2مارس 34صفاقس - باب البحر  مكتب 6,0,0,1,2,0,0,153,7,0,1,3,0,4,0,0,5,0,0,0,0,0,0,1,94,0,6,68,345,م إبتدائية  2مارس 34صفاقس - باب البحر,,,,,,,,,
Sfax2,SfaxVille,24060210207,م إبتدائية  2مارس 34صفاقس - باب البحر  مكتب 7,0,0,4,0,1,0,112,13,0,0,2,0,3,0,0,8,0,0,0,0,0,0,3,61,0,9,61,277,م إبتدائية  2مارس 34صفاقس - باب البحر,,,,,,,,,
Sfax2,SfaxVille,24060310301,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري  مكتب 1,0,1,6,2,0,1,279,5,0,0,2,0,7,0,0,9,0,1,0,1,1,0,0,64,1,3,55,438,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري,4951.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.RUE D'ALGERIE-Med BALI,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري,34.732493,10.756533000000001
Sfax2,SfaxVille,24060310302,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري  مكتب 2,0,0,5,1,0,2,241,8,0,0,3,0,3,1,1,9,0,0,0,0,1,0,5,109,0,11,53,453,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري,4951.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.RUE D'ALGERIE-Med BALI,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري,34.732493,10.756533000000001
Sfax2,SfaxVille,24060310303,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري  مكتب 3,0,0,2,3,0,1,199,6,0,0,0,0,8,0,0,7,0,0,0,0,0,1,0,124,1,13,69,434,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري,4951.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.RUE D'ALGERIE-Med BALI,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري,34.732493,10.756533000000001
Sfax2,SfaxVille,24060310304,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري  مكتب 4,0,0,3,3,0,1,151,9,0,0,1,0,7,1,0,2,0,0,0,0,3,1,1,127,0,29,38,377,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري,4951.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.RUE D'ALGERIE-Med BALI,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري,34.732493,10.756533000000001
Sfax2,SfaxVille,24060310305,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري  مكتب 5,0,0,5,3,0,0,146,5,0,0,0,0,3,0,0,6,0,0,0,1,2,1,2,113,1,13,48,349,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري,4951.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.RUE D'ALGERIE-Med BALI,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري,34.732493,10.756533000000001
Sfax2,SfaxVille,24060310306,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري  مكتب 6,0,0,6,1,0,0,139,19,0,1,0,0,2,0,0,8,1,0,0,1,0,0,2,71,1,19,94,365,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري,4951.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.RUE D'ALGERIE-Med BALI,م إبتدائية محمد بالي شارع الجزائر - الحي الخيري,34.732493,10.756533000000001
Sfax2,SfaxVille,24060310401,م إبتدائية أنطول فرانس - الحي الخيري  مكتب 1,1,0,4,3,0,2,229,5,0,0,5,0,5,0,0,12,0,0,0,0,2,0,4,139,0,9,60,480,م إبتدائية أنطول فرانس - الحي الخيري,4952.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.R.ANATOLE FRANCE C EL KHAIRI,م إبتدائية أنطول فرانس - الحي الخيري,34.733563000000004,10.755191
Sfax2,SfaxVille,24060310402,م إبتدائية أنطول فرانس - الحي الخيري  مكتب 2,0,0,4,2,0,0,184,11,0,0,4,0,1,0,0,7,0,0,0,0,1,0,3,146,0,24,59,446,م إبتدائية أنطول فرانس - الحي الخيري,4952.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.R.ANATOLE FRANCE C EL KHAIRI,م إبتدائية أنطول فرانس - الحي الخيري,34.733563000000004,10.755191
Sfax2,SfaxVille,24060310403,م إبتدائية أنطول فرانس - الحي الخيري  مكتب 3,0,0,3,4,0,0,148,19,0,0,1,0,2,0,0,9,0,0,0,0,0,1,4,144,1,14,74,424,م إبتدائية أنطول فرانس - الحي الخيري,4952.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.R.ANATOLE FRANCE C EL KHAIRI,م إبتدائية أنطول فرانس - الحي الخيري,34.733563000000004,10.755191
Sfax2,SfaxVille,24060410501,م إبتدائية الهادي السعيدي - البساتين  مكتب 1,0,0,5,3,0,1,230,8,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,114,1,5,44,426,م إبتدائية الهادي السعيدي - البساتين,4953.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.EL HEDI ESSAIDI EL BESSETINE,م إبتدائية الهادي السعيدي - البساتين,34.746115,10.759951
Sfax2,SfaxVille,24060410502,م إبتدائية الهادي السعيدي - البساتين  مكتب 2,0,0,8,4,0,1,182,13,0,0,3,0,6,0,0,10,0,0,2,0,6,0,2,150,0,15,57,459,م إبتدائية الهادي السعيدي - البساتين,4953.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.EL HEDI ESSAIDI EL BESSETINE,م إبتدائية الهادي السعيدي - البساتين,34.746115,10.759951
Sfax2,SfaxVille,24060410503,م إبتدائية الهادي السعيدي - البساتين  مكتب 3,0,0,9,1,0,0,157,7,0,2,2,0,6,1,0,4,0,0,0,1,5,0,0,155,0,20,61,431,م إبتدائية الهادي السعيدي - البساتين,4953.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.EL HEDI ESSAIDI EL BESSETINE,م إبتدائية الهادي السعيدي - البساتين,34.746115,10.759951
Sfax2,SfaxVille,24060410504,م إبتدائية الهادي السعيدي - البساتين  مكتب 4,0,0,8,2,0,1,130,19,0,1,3,0,6,0,0,7,0,0,0,0,0,0,0,142,0,9,68,396,م إبتدائية الهادي السعيدي - البساتين,4953.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.EL HEDI ESSAIDI EL BESSETINE,م إبتدائية الهادي السعيدي - البساتين,34.746115,10.759951
Sfax2,SfaxVille,24060410601,م إبتدائية بغداد1 - البساتين  مكتب 1,1,0,4,2,0,1,250,5,0,0,2,0,3,0,0,10,0,0,0,0,2,1,0,110,2,8,38,439,م إبتدائية بغداد1 - البساتين,4954.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.BAGDAD 1 EL BESSETINE,م إبتدائية بغداد1 - البساتين,34.745752,10.763494999999999
Sfax2,SfaxVille,24060410602,م إبتدائية بغداد1 - البساتين  مكتب 2,0,0,3,8,0,1,233,5,0,2,2,1,3,1,0,14,0,0,0,0,4,0,2,91,0,5,45,420,م إبتدائية بغداد1 - البساتين,4954.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.BAGDAD 1 EL BESSETINE,م إبتدائية بغداد1 - البساتين,34.745752,10.763494999999999
Sfax2,SfaxVille,24060410603,م إبتدائية بغداد1 - البساتين  مكتب 3,0,0,2,1,0,0,219,12,1,0,1,0,4,0,1,8,0,0,0,0,1,0,1,133,0,6,56,446,م إبتدائية بغداد1 - البساتين,4954.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.BAGDAD 1 EL BESSETINE,م إبتدائية بغداد1 - البساتين,34.745752,10.763494999999999
Sfax2,SfaxVille,24060410604,م إبتدائية بغداد1 - البساتين  مكتب 4,0,0,7,3,0,1,186,16,0,0,1,0,4,1,0,7,0,0,0,1,1,0,1,141,0,7,62,439,م إبتدائية بغداد1 - البساتين,4954.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.BAGDAD 1 EL BESSETINE,م إبتدائية بغداد1 - البساتين,34.745752,10.763494999999999
Sfax2,SfaxVille,24060410605,م إبتدائية بغداد1 - البساتين  مكتب 5,1,0,5,6,0,0,210,6,0,0,1,0,5,0,0,11,0,0,0,0,2,0,1,126,1,10,51,436,م إبتدائية بغداد1 - البساتين,4954.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.BAGDAD 1 EL BESSETINE,م إبتدائية بغداد1 - البساتين,34.745752,10.763494999999999
Sfax2,SfaxVille,24060410606,م إبتدائية بغداد1 - البساتين  مكتب 6,0,0,4,2,0,0,142,10,0,0,1,0,6,1,0,9,0,0,0,0,4,0,2,121,0,21,46,369,م إبتدائية بغداد1 - البساتين,4954.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.BAGDAD 1 EL BESSETINE,م إبتدائية بغداد1 - البساتين,34.745752,10.763494999999999
Sfax2,SfaxVille,24060410607,م إبتدائية بغداد1 - البساتين  مكتب 7,0,1,6,1,0,0,170,7,0,0,2,0,10,0,0,7,0,0,0,2,0,0,0,104,0,6,68,384,م إبتدائية بغداد1 - البساتين,4954.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.BAGDAD 1 EL BESSETINE,م إبتدائية بغداد1 - البساتين,34.745752,10.763494999999999
Sfax2,SfaxVille,24060410608,م إبتدائية بغداد1 - البساتين  مكتب 8,0,0,6,3,0,1,147,21,0,0,1,0,2,0,0,4,1,0,0,1,1,0,1,99,1,9,97,395,م إبتدائية بغداد1 - البساتين,4954.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.BAGDAD 1 EL BESSETINE,م إبتدائية بغداد1 - البساتين,34.745752,10.763494999999999
Sfax2,SfaxVille,24060410701,م إبتدائية جوهر - البساتين  مكتب 1,0,0,6,2,0,0,325,7,1,0,1,0,1,0,0,15,0,0,0,0,1,0,2,80,0,1,32,474,م إبتدائية جوهر - البساتين,4955.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.JAOUHARA EL BASSATINE,م إبتدائية جوهر - البساتين,34.749093,10.766795
Sfax2,SfaxVille,24060410702,م إبتدائية جوهر - البساتين  مكتب 2,0,0,10,1,0,0,248,7,0,0,1,1,8,0,0,12,0,0,0,0,1,0,1,116,0,14,53,473,م إبتدائية جوهر - البساتين,4955.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.JAOUHARA EL BASSATINE,م إبتدائية جوهر - البساتين,34.749093,10.766795
Sfax2,SfaxVille,24060410703,م إبتدائية جوهر - البساتين  مكتب 3,0,0,3,0,0,0,224,5,0,0,0,0,9,0,0,7,0,0,0,0,1,0,2,117,0,11,49,428,م إبتدائية جوهر - البساتين,4955.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.JAOUHARA EL BASSATINE,م إبتدائية جوهر - البساتين,34.749093,10.766795
Sfax2,SfaxVille,24060410704,م إبتدائية جوهر - البساتين  مكتب 4,1,0,6,2,0,0,196,14,0,0,3,0,5,1,0,17,0,0,0,0,3,0,3,94,0,6,64,415,م إبتدائية جوهر - البساتين,4955.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.JAOUHARA EL BASSATINE,م إبتدائية جوهر - البساتين,34.749093,10.766795
Sfax2,SfaxVille,24060410801,م إبتدائية بغداد 2 - البساتين  مكتب 1,0,0,5,1,0,0,253,2,0,0,3,1,8,0,0,6,1,0,0,1,0,0,1,83,0,9,51,425,م إبتدائية بغداد 2 - البساتين,4956.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.BAGDAD 2 EL BESSETINE,م إبتدائية بغداد 2 - البساتين,34.746332,10.764173
Sfax2,SfaxVille,24060410802,م إبتدائية بغداد 2 - البساتين  مكتب 2,0,0,2,4,0,2,218,10,0,0,2,0,4,0,0,7,0,0,0,0,1,0,1,117,0,11,48,427,م إبتدائية بغداد 2 - البساتين,4956.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.BAGDAD 2 EL BESSETINE,م إبتدائية بغداد 2 - البساتين,34.746332,10.764173
Sfax2,SfaxVille,24060410803,م إبتدائية بغداد 2 - البساتين  مكتب 3,0,0,3,6,0,0,183,8,0,0,1,0,3,0,0,8,0,0,0,0,2,0,0,109,2,14,54,393,م إبتدائية بغداد 2 - البساتين,4956.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.BAGDAD 2 EL BESSETINE,م إبتدائية بغداد 2 - البساتين,34.746332,10.764173
Sfax2,SfaxVille,24060410804,م إبتدائية بغداد 2 - البساتين  مكتب 4,0,0,4,4,0,0,130,20,0,0,1,0,2,0,0,6,0,0,0,2,2,0,2,83,1,6,77,340,م إبتدائية بغداد 2 - البساتين,4956.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.BAGDAD 2 EL BESSETINE,م إبتدائية بغداد 2 - البساتين,34.746332,10.764173
Sfax2,SfaxVille,24060510901,م إبتدائية شكيب أرسلان - الربض  مكتب 1,1,0,1,1,0,1,183,5,0,0,0,0,3,1,0,6,0,1,0,0,3,0,0,135,0,10,31,382,م إبتدائية شكيب أرسلان - الربض,4957.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.R.CHAKIB ARSELANE ERRABEDH,م إبتدائية شكيب أرسلان - الربض,34.744896999999995,10.755094
Sfax2,SfaxVille,24060510902,م إبتدائية شكيب أرسلان - الربض  مكتب 2,1,0,1,0,0,0,168,9,0,0,0,0,0,1,0,8,0,0,0,0,2,0,4,146,0,11,43,394,م إبتدائية شكيب أرسلان - الربض,4957.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.R.CHAKIB ARSELANE ERRABEDH,م إبتدائية شكيب أرسلان - الربض,34.744896999999995,10.755094
Sfax2,SfaxVille,24060510903,م إبتدائية شكيب أرسلان - الربض  مكتب 3,0,0,1,2,0,2,144,10,0,1,1,0,2,3,0,4,0,0,0,0,2,1,1,150,0,24,47,395,م إبتدائية شكيب أرسلان - الربض,4957.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.R.CHAKIB ARSELANE ERRABEDH,م إبتدائية شكيب أرسلان - الربض,34.744896999999995,10.755094
Sfax2,SfaxVille,24060510904,م إبتدائية شكيب أرسلان - الربض  مكتب 4,0,0,2,0,0,0,92,7,0,1,1,0,0,0,0,8,0,0,0,0,0,0,3,120,0,37,32,303,م إبتدائية شكيب أرسلان - الربض,4957.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.R.CHAKIB ARSELANE ERRABEDH,م إبتدائية شكيب أرسلان - الربض,34.744896999999995,10.755094
Sfax2,SfaxVille,24060510905,م إبتدائية شكيب أرسلان - الربض  مكتب 5,0,0,1,2,0,1,93,12,0,1,1,0,1,0,0,4,0,0,0,1,0,0,0,118,1,11,51,298,م إبتدائية شكيب أرسلان - الربض,4957.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.R.CHAKIB ARSELANE ERRABEDH,م إبتدائية شكيب أرسلان - الربض,34.744896999999995,10.755094
Sfax2,SfaxVille,24060511001,م إبتدائية القومية نهج بنسعيد - الربض  مكتب 1,0,0,1,3,1,0,198,11,0,0,5,0,4,1,1,7,1,2,1,0,2,1,1,154,2,17,29,442,م إبتدائية القومية نهج بنسعيد - الربض,4958.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.KAOUMIA R.BENSAID ERRABEDH,م إبتدائية القومية نهج بنسعيد - الربض,34.74843,10.75189
Sfax2,SfaxVille,24060511002,م إبتدائية القومية نهج بنسعيد - الربض  مكتب 2,1,0,3,1,0,0,190,5,0,1,2,0,6,1,1,14,0,1,0,0,4,0,1,167,0,8,38,444,م إبتدائية القومية نهج بنسعيد - الربض,4958.0,24.0,Sfax 2,1234.0,Sfax Ville,E.P.KAOUMIA R.BENSAID ERRABEDH,م إبتدائية القومية نهج بنسعيد - الربض,34.74843,10.75189
